Data Level,School Year,Facility Type,Public Or Independent,District Number,District Name,School Number,School Name,Has Eng Lang Learner Prog,Has Core French,Has Early French Immersion,Has Late French Immersion,Has Prog Francophone,Has Any French Immersion Prog,Has Any French Prog,Has Aborig Supp Services,Has Other Appr Aborig Prog,Has Aborig Lang And Cult,Has Continuing Ed Prog,Has Distributed Learn Prog,Has Career Prep Prog,Has Coop Prog,Has Apprenticeship Prog,Has Career Technical Prog
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,6,Rocky Mountain,603005,Marysville Elementary,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,6,Rocky Mountain,603005,Marysville Elementary,,,,,,,,T,,T,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,6,Rocky Mountain,603005,Marysville Elementary,,,,,,,,T,,T,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,6,Rocky Mountain,603005,Marysville Elementary,,,,,,,,T,,T,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,6,Rocky Mountain,603005,Marysville Elementary,,,,,,,,T,,T,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,6,Rocky Mountain,603005,Marysville Elementary,T,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,6,Rocky Mountain,603005,Marysville Elementary,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,6,Rocky Mountain,603005,Marysville Elementary,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,6,Rocky Mountain,603007,Lindsay Park Elementary,,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,6,Rocky Mountain,603007,Lindsay Park Elementary,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,6,Rocky Mountain,603007,Lindsay Park Elementary,,,,,,,,T,,T,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,6,Rocky Mountain,603007,Lindsay Park Elementary,T,,,,,,,T,,T,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,6,Rocky Mountain,603007,Lindsay Park Elementary,T,,,,,,,T,,T,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,6,Rocky Mountain,603007,Lindsay Park Elementary,T,,,,,,,T,,T,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,6,Rocky Mountain,603007,Lindsay Park Elementary,T,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,6,Rocky Mountain,603007,Lindsay Park Elementary,T,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,6,Rocky Mountain,603007,Lindsay Park Elementary,T,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,6,Rocky Mountain,603008,Selkirk Secondary School,T,T,,,,,T,T,,,,,T,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,6,Rocky Mountain,603008,Selkirk Secondary School,T,T,,,,,T,T,,,,,,,T,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,6,Rocky Mountain,603008,Selkirk Secondary School,T,T,,,,,T,T,,,,,,,T,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,6,Rocky Mountain,603008,Selkirk Secondary School,T,T,,,,,T,T,,,,,,,T,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,6,Rocky Mountain,603008,Selkirk Secondary School,T,T,,,,,T,T,,,,,,,T,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,6,Rocky Mountain,603008,Selkirk Secondary School,T,T,,,,,T,T,,,,,,,T,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,6,Rocky Mountain,603008,Selkirk Secondary School,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,6,Rocky Mountain,603008,Selkirk Secondary School,T,T,,,,,T,T,,,,,T,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,6,Rocky Mountain,603008,Selkirk Secondary School,T,T,,,,,T,T,,,,,T,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,6,Rocky Mountain,604007,Windermere Elementary,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,6,Rocky Mountain,604007,Windermere Elementary,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,6,Rocky Mountain,604007,Windermere Elementary,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,6,Rocky Mountain,604007,Windermere Elementary,,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,6,Rocky Mountain,604007,Windermere Elementary,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,6,Rocky Mountain,604007,Windermere Elementary,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,6,Rocky Mountain,604007,Windermere Elementary,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,6,Rocky Mountain,604007,Windermere Elementary,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,6,Rocky Mountain,604007,Windermere Elementary,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,6,Rocky Mountain,604011,Edgewater Elementary,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,6,Rocky Mountain,604011,Edgewater Elementary,,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,6,Rocky Mountain,604011,Edgewater Elementary,,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,6,Rocky Mountain,604011,Edgewater Elementary,,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,6,Rocky Mountain,604011,Edgewater Elementary,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,6,Rocky Mountain,604011,Edgewater Elementary,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,6,Rocky Mountain,604011,Edgewater Elementary,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,6,Rocky Mountain,604011,Edgewater Elementary,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,6,Rocky Mountain,604011,Edgewater Elementary,,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,6,Rocky Mountain,604012,J Alfred Laird Elementary,,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,6,Rocky Mountain,604012,J Alfred Laird Elementary,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,6,Rocky Mountain,604012,J Alfred Laird Elementary,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,6,Rocky Mountain,604012,J Alfred Laird Elementary,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,6,Rocky Mountain,604012,J Alfred Laird Elementary,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,6,Rocky Mountain,604012,J Alfred Laird Elementary,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,6,Rocky Mountain,604012,J Alfred Laird Elementary,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,6,Rocky Mountain,604012,J Alfred Laird Elementary,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,6,Rocky Mountain,604012,J Alfred Laird Elementary,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,6,Rocky Mountain,604013,Martin Morigeau Elementary,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,6,Rocky Mountain,604013,Martin Morigeau Elementary,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,6,Rocky Mountain,604013,Martin Morigeau Elementary,,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,6,Rocky Mountain,604013,Martin Morigeau Elementary,,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,6,Rocky Mountain,604013,Martin Morigeau Elementary,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,6,Rocky Mountain,604013,Martin Morigeau Elementary,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,6,Rocky Mountain,604013,Martin Morigeau Elementary,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,6,Rocky Mountain,604013,Martin Morigeau Elementary,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,6,Rocky Mountain,604013,Martin Morigeau Elementary,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,6,Rocky Mountain,604014,Eileen Madson Primary School,T,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,6,Rocky Mountain,604014,Eileen Madson Primary School,T,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,6,Rocky Mountain,604014,Eileen Madson Primary School,T,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,6,Rocky Mountain,604014,Eileen Madson Primary School,T,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,6,Rocky Mountain,604014,Eileen Madson Primary School,T,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,6,Rocky Mountain,604014,Eileen Madson Primary School,T,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,6,Rocky Mountain,604014,Eileen Madson Primary School,T,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,6,Rocky Mountain,604014,Eileen Madson Primary School,T,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,6,Rocky Mountain,604014,Eileen Madson Primary School,T,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,6,Rocky Mountain,604015,David Thompson Secondary,T,T,,,,,T,T,,,,,T,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,6,Rocky Mountain,604015,David Thompson Secondary,T,T,,,,,T,T,,,,,T,,T,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,6,Rocky Mountain,604015,David Thompson Secondary,T,T,,,,,T,T,,,,,T,,T,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,6,Rocky Mountain,604015,David Thompson Secondary,T,T,,,,,T,T,,,,,T,,T,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,6,Rocky Mountain,604015,David Thompson Secondary,T,T,,,,,T,T,,,,,T,,T,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,6,Rocky Mountain,604015,David Thompson Secondary,T,T,,,,,T,T,,T,,,T,,T,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,6,Rocky Mountain,604015,David Thompson Secondary,T,T,,,,,T,T,,,,,T,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,6,Rocky Mountain,604015,David Thompson Secondary,T,T,,,,,T,T,,,,,T,,,T
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,6,Rocky Mountain,604015,David Thompson Secondary,,T,,,,,T,T,,,,,T,,T,
SCHOOL LEVEL,2006/2007,CONTINUING ED,BC Public School,6,Rocky Mountain,606000,Continuing Ed SD 06,T,,,,,,,,,,T,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,6,Rocky Mountain,606017,McKim Middle School,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,6,Rocky Mountain,606017,McKim Middle School,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,6,Rocky Mountain,606017,McKim Middle School,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,6,Rocky Mountain,606017,McKim Middle School,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,6,Rocky Mountain,606017,McKim Middle School,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,6,Rocky Mountain,606017,McKim Middle School,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,6,Rocky Mountain,606017,McKim Middle School,,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,6,Rocky Mountain,606017,McKim Middle School,,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,6,Rocky Mountain,618003,Lady Grey Elementary,T,T,T,,,T,T,T,,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,6,Rocky Mountain,618003,Lady Grey Elementary,T,T,T,,,T,T,T,,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,6,Rocky Mountain,618003,Lady Grey Elementary,T,T,T,,,T,T,T,,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,6,Rocky Mountain,618003,Lady Grey Elementary,T,T,T,,,T,T,T,,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,6,Rocky Mountain,618003,Lady Grey Elementary,T,T,T,,,T,T,T,,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,6,Rocky Mountain,618003,Lady Grey Elementary,T,T,T,,,T,T,T,,,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,6,Rocky Mountain,618003,Lady Grey Elementary,T,T,T,,,T,T,T,,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,6,Rocky Mountain,618003,Lady Grey Elementary,T,T,T,,,T,T,T,,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,6,Rocky Mountain,618003,Lady Grey Elementary,T,T,T,,,T,T,T,,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,6,Rocky Mountain,618005,Golden Secondary,T,T,T,,,T,T,T,,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,6,Rocky Mountain,618005,Golden Secondary,T,T,T,,,T,T,T,,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,6,Rocky Mountain,618005,Golden Secondary,T,T,T,,,T,T,T,,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,6,Rocky Mountain,618005,Golden Secondary,T,T,T,,,T,T,T,,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,6,Rocky Mountain,618005,Golden Secondary,T,T,T,,,T,T,T,,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,6,Rocky Mountain,618005,Golden Secondary,,T,T,,,T,T,T,,,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,6,Rocky Mountain,618005,Golden Secondary,,T,T,,,T,T,T,,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,6,Rocky Mountain,618005,Golden Secondary,T,T,T,,,T,T,T,,,,,T,,T,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,6,Rocky Mountain,618005,Golden Secondary,T,T,T,,,T,T,T,,,,,T,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,6,Rocky Mountain,618006,Field Elementary,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,6,Rocky Mountain,618006,Field Elementary,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,6,Rocky Mountain,618006,Field Elementary,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,6,Rocky Mountain,618006,Field Elementary,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,6,Rocky Mountain,618007,Nicholson Elementary,,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,6,Rocky Mountain,618007,Nicholson Elementary,,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,6,Rocky Mountain,618007,Nicholson Elementary,,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,6,Rocky Mountain,618007,Nicholson Elementary,,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,6,Rocky Mountain,618007,Nicholson Elementary,,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,6,Rocky Mountain,618007,Nicholson Elementary,,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,6,Rocky Mountain,618007,Nicholson Elementary,,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,6,Rocky Mountain,618007,Nicholson Elementary,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,6,Rocky Mountain,618007,Nicholson Elementary,,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,6,Rocky Mountain,618008,Alexander Park Elementary,T,,T,,,T,T,T,,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,6,Rocky Mountain,618008,Alexander Park Elementary,T,,T,,,T,T,T,,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,6,Rocky Mountain,618008,Alexander Park Elementary,T,,T,,,T,T,T,,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,6,Rocky Mountain,618008,Alexander Park Elementary,T,,T,,,T,T,T,,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,6,Rocky Mountain,618008,Alexander Park Elementary,T,,T,,,T,T,T,,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,6,Rocky Mountain,618008,Alexander Park Elementary,T,,T,,,T,T,T,,,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,6,Rocky Mountain,618008,Alexander Park Elementary,T,,T,,,T,T,T,,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,6,Rocky Mountain,618008,Alexander Park Elementary,T,,T,,,T,T,T,,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,6,Rocky Mountain,618008,Alexander Park Elementary,T,,T,,,T,T,T,,,,,,,,
SCHOOL LEVEL,2005/2006,ALTERNATE,BC Public School,6,Rocky Mountain,699069,Golden Alternate School,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2006/2007,ALTERNATE,BC Public School,6,Rocky Mountain,699069,Golden Alternate School,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2007/2008,ALTERNATE,BC Public School,6,Rocky Mountain,699069,Golden Alternate School,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2008/2009,ALTERNATE,BC Public School,6,Rocky Mountain,699069,Golden Alternate School,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2009/2010,ALTERNATE,BC Public School,6,Rocky Mountain,699069,Golden Alternate School,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2010/2011,ALTERNATE,BC Public School,6,Rocky Mountain,699069,Golden Alternate School,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2011/2012,ALTERNATE,BC Public School,6,Rocky Mountain,699069,Golden Alternate School,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2012/2013,ALTERNATE,BC Public School,6,Rocky Mountain,699069,Golden Alternate School,,,,,,,,T,,,,,T,,,
SCHOOL LEVEL,2013/2014,ALTERNATE,BC Public School,6,Rocky Mountain,699069,Golden Alternate School,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2005/2006,ALTERNATE,BC Public School,6,Rocky Mountain,699086,Kimberley Alternate School,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2007/2008,ALTERNATE,BC Public School,6,Rocky Mountain,699086,Kimberley Alternate School,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2009/2010,ALTERNATE,BC Public School,6,Rocky Mountain,699086,Kimberley Alternate School,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2010/2011,ALTERNATE,BC Public School,6,Rocky Mountain,699086,Kimberley Alternate School,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2011/2012,ALTERNATE,BC Public School,6,Rocky Mountain,699086,Kimberley Alternate School,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2012/2013,ALTERNATE,BC Public School,6,Rocky Mountain,699086,Kimberley Alternate School,,,,,,,,T,,,,,T,,,
SCHOOL LEVEL,2013/2014,ALTERNATE,BC Public School,6,Rocky Mountain,699086,Kimberley Alternate School,,,,,,,,T,,,,,T,,,
SCHOOL LEVEL,2005/2006,ALTERNATE,BC Public School,6,Rocky Mountain,699127,Open Doors Alternate Education,,,,,,,,T,,,,,T,,,
SCHOOL LEVEL,2006/2007,ALTERNATE,BC Public School,6,Rocky Mountain,699127,Open Doors Alternate Education,,,,,,,,T,,,,,T,,T,
SCHOOL LEVEL,2007/2008,ALTERNATE,BC Public School,6,Rocky Mountain,699127,Open Doors Alternate Education,,,,,,,,T,,,,,,,T,
SCHOOL LEVEL,2008/2009,ALTERNATE,BC Public School,6,Rocky Mountain,699127,Open Doors Alternate Education,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2009/2010,ALTERNATE,BC Public School,6,Rocky Mountain,699127,Open Doors Alternate Education,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2010/2011,ALTERNATE,BC Public School,6,Rocky Mountain,699127,Open Doors Alternate Education,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2011/2012,ALTERNATE,BC Public School,6,Rocky Mountain,699127,Open Doors Alternate Education,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2012/2013,ALTERNATE,BC Public School,6,Rocky Mountain,699127,Open Doors Alternate Education,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2013/2014,ALTERNATE,BC Public School,6,Rocky Mountain,699127,Open Doors Alternate Education,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2007/2008,DISTRICT DISTANCE ED,BC Public School,6,Rocky Mountain,699157,Rocky Mountain Distributed Learning Sch,,,,,,,,T,,,,T,,,,
SCHOOL LEVEL,2008/2009,DISTRICT DISTANCE ED,BC Public School,6,Rocky Mountain,699157,Rocky Mountain Distributed Learning Sch,,T,,,,,T,T,,,,T,,,,
SCHOOL LEVEL,2010/2011,DISTRICT DISTANCE ED,BC Public School,6,Rocky Mountain,699157,Rocky Mountain Distributed Learning Sch,,T,,,,,T,,,,,T,,,,
SCHOOL LEVEL,2011/2012,DISTRICT DISTANCE ED,BC Public School,6,Rocky Mountain,699157,Rocky Mountain Distributed Learning Sch,,T,,,,,T,,,,,T,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,8,Kootenay Lake,807004,Hume Elementary School,T,T,,T,,T,T,T,,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,8,Kootenay Lake,807004,Hume Elementary School,T,T,,T,,T,T,T,,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,8,Kootenay Lake,807004,Hume Elementary School,T,T,,T,,T,T,T,,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,8,Kootenay Lake,807004,Hume Elementary School,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,8,Kootenay Lake,807004,Hume Elementary School,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,8,Kootenay Lake,807004,Hume Elementary School,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,8,Kootenay Lake,807004,Hume Elementary School,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,8,Kootenay Lake,807004,Hume Elementary School,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,8,Kootenay Lake,807004,Hume Elementary School,T,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,8,Kootenay Lake,807005,Trafalgar Middle School,T,T,T,T,,T,T,T,,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,8,Kootenay Lake,807005,Trafalgar Middle School,T,T,T,T,,T,T,T,,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,8,Kootenay Lake,807005,Trafalgar Middle School,T,T,T,T,,T,T,T,,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,8,Kootenay Lake,807005,Trafalgar Middle School,T,T,T,T,,T,T,T,,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,8,Kootenay Lake,807005,Trafalgar Middle School,T,T,T,T,,T,T,T,,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,8,Kootenay Lake,807005,Trafalgar Middle School,T,T,T,T,,T,T,T,,,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,8,Kootenay Lake,807005,Trafalgar Middle School,T,T,T,T,,T,T,T,,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,8,Kootenay Lake,807005,Trafalgar Middle School,T,T,T,T,,T,T,T,,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,8,Kootenay Lake,807005,Trafalgar Middle School,T,T,T,T,,T,T,T,,T,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,8,Kootenay Lake,807011,Salmo Elementary School,,T,,,,,T,T,,T,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,8,Kootenay Lake,807011,Salmo Elementary School,,T,,,,,T,,,T,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,8,Kootenay Lake,807011,Salmo Elementary School,,T,,,,,T,,,T,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,8,Kootenay Lake,807011,Salmo Elementary School,T,T,,,,,T,,,T,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,8,Kootenay Lake,807011,Salmo Elementary School,T,T,,,,,T,,,T,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,8,Kootenay Lake,807011,Salmo Elementary School,T,T,,,,,T,,,T,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,8,Kootenay Lake,807011,Salmo Elementary School,,T,,,,,T,,,T,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,8,Kootenay Lake,807011,Salmo Elementary School,T,T,,,,,T,,,T,,,,,,
