Data Level,School Year,Facility Type,Public Or Independent,District Number,District Name,School Number,School Name,Has Eng Lang Learner Prog,Has Core French,Has Early French Immersion,Has Late French Immersion,Has Prog Francophone,Has Any French Immersion Prog,Has Any French Prog,Has Aborig Supp Services,Has Other Appr Aborig Prog,Has Aborig Lang And Cult,Has Continuing Ed Prog,Has Distributed Learn Prog,Has Career Prep Prog,Has Coop Prog,Has Apprenticeship Prog,Has Career Technical Prog
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,43,Coquitlam,4343132,Riverside Secondary,T,T,T,,,T,T,T,,,,,T,,,T
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,43,Coquitlam,4343132,Riverside Secondary,T,T,T,,,T,T,T,,,,,T,,,T
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,43,Coquitlam,4343132,Riverside Secondary,T,T,T,,,T,T,T,,,,,T,,,T
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,43,Coquitlam,4343136,Terry Fox Secondary,T,T,,,,,T,T,,,,,T,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,43,Coquitlam,4343136,Terry Fox Secondary,T,T,,,,,T,T,,,,,T,,T,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,43,Coquitlam,4343136,Terry Fox Secondary,T,T,,,,,T,T,,,,,T,,T,T
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,43,Coquitlam,4343136,Terry Fox Secondary,T,T,,,,,T,T,,,,,T,,,T
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,43,Coquitlam,4343136,Terry Fox Secondary,T,T,,,,,T,T,,,,,T,,T,T
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,43,Coquitlam,4343136,Terry Fox Secondary,T,T,,,,,T,T,,,,,T,,,T
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,43,Coquitlam,4343136,Terry Fox Secondary,T,T,,,,,T,T,,,,,T,,,T
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,43,Coquitlam,4343136,Terry Fox Secondary,T,T,,,,,T,T,,,,,T,,,T
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,43,Coquitlam,4343136,Terry Fox Secondary,T,T,,,,,T,T,,,,,T,,,T
SCHOOL LEVEL,2005/2006,DISTRICT DISTANCE ED,BC Public School,43,Coquitlam,4399143,Coquitlam Open Learning 10-12,T,T,,,,,T,T,,,,T,T,,,
SCHOOL LEVEL,2006/2007,DISTRICT DISTANCE ED,BC Public School,43,Coquitlam,4399143,Coquitlam Open Learning 10-12,,T,,,,,T,T,,,,T,,,,
SCHOOL LEVEL,2007/2008,DISTRICT DISTANCE ED,BC Public School,43,Coquitlam,4399143,Coquitlam Open Learning 10-12,,T,,,,,T,,,,,T,,,,
SCHOOL LEVEL,2008/2009,DISTRICT DISTANCE ED,BC Public School,43,Coquitlam,4399143,Coquitlam Open Learning 10-12,,T,,,,,T,T,,,,T,,,,
SCHOOL LEVEL,2009/2010,DISTRICT DISTANCE ED,BC Public School,43,Coquitlam,4399143,Coquitlam Open Learning 10-12,,,,,,,,T,,,,T,,,T,
SCHOOL LEVEL,2010/2011,DISTRICT DISTANCE ED,BC Public School,43,Coquitlam,4399143,Coquitlam Open Learning 10-12,,,,,,,,,,,,T,T,,T,
SCHOOL LEVEL,2011/2012,DISTRICT DISTANCE ED,BC Public School,43,Coquitlam,4399143,Coquitlam Open Learning 10-12,,,,,,,,T,,,,T,T,,T,
SCHOOL LEVEL,2012/2013,DISTRICT DISTANCE ED,BC Public School,43,Coquitlam,4399143,Coquitlam Open Learning 10-12,,,,,,,,T,,,,T,T,,T,T
SCHOOL LEVEL,2013/2014,DISTRICT DISTANCE ED,BC Public School,43,Coquitlam,4399143,Coquitlam Open Learning 10-12,,,,,,,,T,,,,T,T,,T,
SCHOOL LEVEL,2007/2008,ALTERNATE,BC Public School,43,Coquitlam,4399179,LINC-CLC,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2008/2009,ALTERNATE,BC Public School,43,Coquitlam,4399179,LINC-CLC,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2009/2010,ALTERNATE,BC Public School,43,Coquitlam,4399179,LINC-CLC,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2010/2011,ALTERNATE,BC Public School,43,Coquitlam,4399179,LINC-CLC,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2012/2013,ALTERNATE,BC Public School,43,Coquitlam,4399179,LINC-CLC,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2013/2014,ALTERNATE,BC Public School,43,Coquitlam,4399179,LINC-CLC,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2010/2011,ALTERNATE,BC Public School,43,Coquitlam,4399210,Tri-Cities Soar,,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2013/2014,ALTERNATE,BC Public School,43,Coquitlam,4399210,Tri-Cities Soar,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2009/2010,DISTRICT DISTANCE ED,BC Public School,43,Coquitlam,4399211,Encompass K-9,,T,,,,,T,,,,,T,,,,
SCHOOL LEVEL,2010/2011,DISTRICT DISTANCE ED,BC Public School,43,Coquitlam,4399211,Encompass K-9,,T,,,,,T,,,,,T,,,,
SCHOOL LEVEL,2011/2012,DISTRICT DISTANCE ED,BC Public School,43,Coquitlam,4399211,Encompass K-9,,T,,,,,T,T,,,,T,,,,
SCHOOL LEVEL,2012/2013,DISTRICT DISTANCE ED,BC Public School,43,Coquitlam,4399211,Encompass K-9,,T,,,,,T,T,,,,T,,,,
SCHOOL LEVEL,2013/2014,DISTRICT DISTANCE ED,BC Public School,43,Coquitlam,4399211,Encompass K-9,,T,,,,,T,T,,,,T,,,,
SCHOOL LEVEL,2011/2012,ALTERNATE,BC Public School,43,Coquitlam,4399220,Encompass 10-12,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2012/2013,ALTERNATE,BC Public School,43,Coquitlam,4399220,Encompass 10-12,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2013/2014,ALTERNATE,BC Public School,43,Coquitlam,4399220,Encompass 10-12,,,,,,,,T,,,,,,,,T
SCHOOL LEVEL,2012/2013,ALTERNATE,BC Public School,43,Coquitlam,4399226,Suwa'lkh Learning Centre,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2013/2014,ALTERNATE,BC Public School,43,Coquitlam,4399226,Suwa'lkh Learning Centre,,,,,,,,T,,,,,,,,
SCHOOL LEVEL,2005/2006,CONTINUING ED,BC Public School,44,North Vancouver,4444000,Continuing Ed SD 44,,,,,,,,T,T,T,T,,T,,T,
SCHOOL LEVEL,2006/2007,CONTINUING ED,BC Public School,44,North Vancouver,4444000,Continuing Ed SD 44,,,,,,,,T,T,T,T,,,,,
SCHOOL LEVEL,2007/2008,CONTINUING ED,BC Public School,44,North Vancouver,4444000,Continuing Ed SD 44,,,,,,,,,,,T,,,,T,
SCHOOL LEVEL,2008/2009,CONTINUING ED,BC Public School,44,North Vancouver,4444000,Continuing Ed SD 44,,,,,,,,,T,,T,,,,,
SCHOOL LEVEL,2009/2010,CONTINUING ED,BC Public School,44,North Vancouver,4444000,Continuing Ed SD 44,,,,,,,,,T,,T,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,44,North Vancouver,4444001,Lynn Valley Elementary,T,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,44,North Vancouver,4444001,Lynn Valley Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,44,North Vancouver,4444001,Lynn Valley Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,44,North Vancouver,4444001,Lynn Valley Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,44,North Vancouver,4444001,Lynn Valley Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,44,North Vancouver,4444001,Lynn Valley Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,44,North Vancouver,4444001,Lynn Valley Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,44,North Vancouver,4444001,Lynn Valley Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,44,North Vancouver,4444001,Lynn Valley Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,44,North Vancouver,4444003,Ridgeway Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,44,North Vancouver,4444003,Ridgeway Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,44,North Vancouver,4444003,Ridgeway Elementary,T,T,,,,,T,T,T,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,44,North Vancouver,4444003,Ridgeway Elementary,T,T,,,,,T,T,T,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,44,North Vancouver,4444003,Ridgeway Elementary,T,T,,,,,T,T,T,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,44,North Vancouver,4444003,Ridgeway Elementary,T,T,,,,,T,T,T,T,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,44,North Vancouver,4444003,Ridgeway Elementary,T,T,,,,,T,T,T,T,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,44,North Vancouver,4444003,Ridgeway Elementary,T,T,,,,,T,T,T,T,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,44,North Vancouver,4444003,Ridgeway Elementary,T,T,,,,,T,T,T,T,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,44,North Vancouver,4444005,Queen Mary Elementary at Cloverley Site,T,T,,,,,T,T,T,T,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,44,North Vancouver,4444005,Queen Mary Elementary at Cloverley Site,T,T,,,,,T,T,T,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,44,North Vancouver,4444005,Queen Mary Elementary at Cloverley Site,T,T,,,,,T,T,T,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,44,North Vancouver,4444005,Queen Mary Elementary at Cloverley Site,T,T,,,,,T,T,T,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,44,North Vancouver,4444005,Queen Mary Elementary at Cloverley Site,T,T,,,,,T,T,T,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,44,North Vancouver,4444005,Queen Mary Elementary at Cloverley Site,T,T,,,,,T,T,T,T,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,44,North Vancouver,4444005,Queen Mary Elementary at Cloverley Site,T,T,,,,,T,T,T,T,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,44,North Vancouver,4444005,Queen Mary Elementary at Cloverley Site,T,T,,,,,T,T,T,T,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,44,North Vancouver,4444005,Queen Mary Elementary at Cloverley Site,T,T,,,,,T,T,T,T,,,,,,
SCHOOL LEVEL,2005/2006,ALTERNATE,BC Public School,44,North Vancouver,4444006,Keith Lynn Alternative Secondary,T,,,,,,,T,T,T,,,T,,T,
SCHOOL LEVEL,2006/2007,ALTERNATE,BC Public School,44,North Vancouver,4444006,Keith Lynn Alternative Secondary,T,,,,,,,T,T,T,,,,,,
SCHOOL LEVEL,2007/2008,ALTERNATE,BC Public School,44,North Vancouver,4444006,Keith Lynn Alternative Secondary,,,,,,,,T,T,T,,,T,,T,
SCHOOL LEVEL,2008/2009,ALTERNATE,BC Public School,44,North Vancouver,4444006,Keith Lynn Alternative Secondary,T,,,,,,,T,T,T,,,T,T,T,T
SCHOOL LEVEL,2009/2010,ALTERNATE,BC Public School,44,North Vancouver,4444006,Keith Lynn Alternative Secondary,,,,,,,,T,T,T,,,,,,
SCHOOL LEVEL,2010/2011,ALTERNATE,BC Public School,44,North Vancouver,4444006,Keith Lynn Alternative Secondary,,,,,,,,T,T,T,,,,,,
SCHOOL LEVEL,2011/2012,ALTERNATE,BC Public School,44,North Vancouver,4444006,Keith Lynn Alternative Secondary,,,,,,,,T,T,T,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,44,North Vancouver,4444008,Capilano Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,44,North Vancouver,4444008,Capilano Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,44,North Vancouver,4444008,Capilano Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,44,North Vancouver,4444008,Capilano Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,44,North Vancouver,4444008,Capilano Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,44,North Vancouver,4444008,Capilano Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,44,North Vancouver,4444008,Capilano Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,44,North Vancouver,4444008,Capilano Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,44,North Vancouver,4444008,Capilano Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,44,North Vancouver,4444009,Westview Elementary,T,T,,,,,T,T,T,T,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,44,North Vancouver,4444009,Westview Elementary,T,T,,,,,T,T,T,T,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,44,North Vancouver,4444009,Westview Elementary,T,T,,,,,T,T,T,T,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,44,North Vancouver,4444009,Westview Elementary,T,T,,,,,T,T,T,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,44,North Vancouver,4444009,Westview Elementary,T,T,,,,,T,T,T,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,44,North Vancouver,4444009,Westview Elementary,T,T,,,,,T,T,T,T,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,44,North Vancouver,4444009,Westview Elementary,T,T,,,,,T,T,T,T,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,44,North Vancouver,4444009,Westview Elementary,T,T,,,,,T,T,T,T,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,44,North Vancouver,4444009,Westview Elementary,T,T,,,,,T,T,T,T,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,44,North Vancouver,4444011,Highlands Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,44,North Vancouver,4444011,Highlands Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,44,North Vancouver,4444011,Highlands Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,44,North Vancouver,4444011,Highlands Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,44,North Vancouver,4444011,Highlands Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,44,North Vancouver,4444011,Highlands Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,44,North Vancouver,4444011,Highlands Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,44,North Vancouver,4444011,Highlands Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,44,North Vancouver,4444011,Highlands Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,44,North Vancouver,4444012,Sutherland Secondary,T,T,,,,,T,T,T,,,,T,,T,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,44,North Vancouver,4444012,Sutherland Secondary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,44,North Vancouver,4444012,Sutherland Secondary,T,T,,,,,T,T,T,,,,,T,T,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,44,North Vancouver,4444012,Sutherland Secondary,T,T,,,,,T,T,T,,,,T,T,T,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,44,North Vancouver,4444012,Sutherland Secondary,T,T,,,,,T,T,T,,,,,T,T,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,44,North Vancouver,4444012,Sutherland Secondary,T,T,,,,,T,T,T,,,,T,T,T,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,44,North Vancouver,4444012,Sutherland Secondary,T,T,,,,,T,T,T,,,,T,T,T,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,44,North Vancouver,4444012,Sutherland Secondary,T,T,,,,,T,T,T,,,,T,T,T,T
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,44,North Vancouver,4444012,Sutherland Secondary,T,T,,,,,T,T,T,,,,T,T,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,44,North Vancouver,4444013,Norgate Community Elementary,T,T,,,,,T,T,T,T,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,44,North Vancouver,4444013,Norgate Community Elementary,T,T,,,,,T,T,T,T,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,44,North Vancouver,4444013,Norgate Community Elementary,T,T,,,,,T,T,T,T,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,44,North Vancouver,4444013,Norgate Community Elementary,T,T,,,,,T,T,T,T,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,44,North Vancouver,4444013,Norgate Community Elementary,T,T,,,,,T,T,T,T,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,44,North Vancouver,4444013,Norgate Community Elementary,T,T,,,,,T,T,T,T,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,44,North Vancouver,4444013,Norgate Community Elementary,T,T,,,,,T,T,T,T,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,44,North Vancouver,4444013,Norgate Community Elementary,T,T,,,,,T,T,T,T,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,44,North Vancouver,4444013,Norgate Community Elementary,T,T,,,,,T,T,T,T,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,44,North Vancouver,4444014,Canyon Heights Elementary,T,T,,,,,T,T,T,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,44,North Vancouver,4444014,Canyon Heights Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,44,North Vancouver,4444014,Canyon Heights Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,44,North Vancouver,4444014,Canyon Heights Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,44,North Vancouver,4444014,Canyon Heights Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,44,North Vancouver,4444014,Canyon Heights Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,44,North Vancouver,4444014,Canyon Heights Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,44,North Vancouver,4444014,Canyon Heights Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,44,North Vancouver,4444014,Canyon Heights Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,44,North Vancouver,4444016,Queensbury Elementary,T,T,,,,,T,T,T,T,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,44,North Vancouver,4444016,Queensbury Elementary,T,T,,,,,T,T,T,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,44,North Vancouver,4444016,Queensbury Elementary,T,T,,,,,T,T,T,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,44,North Vancouver,4444016,Queensbury Elementary,T,T,,,,,T,T,T,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,44,North Vancouver,4444016,Queensbury Elementary,T,T,,,,,T,T,T,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,44,North Vancouver,4444016,Queensbury Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,44,North Vancouver,4444016,Queensbury Elementary,T,T,,,,,T,T,,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,44,North Vancouver,4444016,Queensbury Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,44,North Vancouver,4444016,Queensbury Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,44,North Vancouver,4444017,Eastview Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,44,North Vancouver,4444017,Eastview Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,44,North Vancouver,4444017,Eastview Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,44,North Vancouver,4444017,Eastview Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,44,North Vancouver,4444017,Eastview Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,44,North Vancouver,4444017,Eastview Elementary,T,T,,,,,T,T,T,T,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,44,North Vancouver,4444017,Eastview Elementary,T,T,,,,,T,T,T,T,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,44,North Vancouver,4444017,Eastview Elementary,T,T,,,,,T,T,T,T,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,44,North Vancouver,4444017,Eastview Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,44,North Vancouver,4444019,Seymour Heights Elementary,T,T,,,,,T,T,T,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,44,North Vancouver,4444019,Seymour Heights Elementary,T,T,,,,,T,T,T,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,44,North Vancouver,4444019,Seymour Heights Elementary,T,T,,,,,T,T,T,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,44,North Vancouver,4444019,Seymour Heights Elementary,T,T,,,,,T,,,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,44,North Vancouver,4444019,Seymour Heights Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,44,North Vancouver,4444019,Seymour Heights Elementary,T,T,,,,,T,,T,T,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,44,North Vancouver,4444019,Seymour Heights Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,44,North Vancouver,4444019,Seymour Heights Elementary,T,T,,,,,T,T,T,T,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,44,North Vancouver,4444019,Seymour Heights Elementary,T,T,,,,,T,T,T,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,44,North Vancouver,4444020,Balmoral Jr Secondary,T,T,,,,,T,T,T,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,44,North Vancouver,4444020,Balmoral Jr Secondary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,44,North Vancouver,4444020,Balmoral Jr Secondary,T,T,,,,,T,T,T,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,44,North Vancouver,4444020,Balmoral Jr Secondary,T,T,,,,,T,T,T,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,44,North Vancouver,4444020,Balmoral Jr Secondary,T,T,,,,,T,T,T,T,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,44,North Vancouver,4444021,Upper Lynn Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,44,North Vancouver,4444021,Upper Lynn Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,44,North Vancouver,4444021,Upper Lynn Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,44,North Vancouver,4444021,Upper Lynn Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,44,North Vancouver,4444021,Upper Lynn Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,44,North Vancouver,4444021,Upper Lynn Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,44,North Vancouver,4444021,Upper Lynn Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,44,North Vancouver,4444021,Upper Lynn Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2013/2014,STANDARD,BC Public School,44,North Vancouver,4444021,Upper Lynn Elementary,T,T,,,,,T,,T,,,,,,,
SCHOOL LEVEL,2005/2006,STANDARD,BC Public School,44,North Vancouver,4444022,Argyle Secondary,T,T,T,,,T,T,,T,,,,T,,T,
SCHOOL LEVEL,2006/2007,STANDARD,BC Public School,44,North Vancouver,4444022,Argyle Secondary,T,T,T,,,T,T,,T,,,,,,,
SCHOOL LEVEL,2007/2008,STANDARD,BC Public School,44,North Vancouver,4444022,Argyle Secondary,T,T,T,,,T,T,,T,,,,T,,T,
SCHOOL LEVEL,2008/2009,STANDARD,BC Public School,44,North Vancouver,4444022,Argyle Secondary,T,T,T,,,T,T,,T,,,,T,T,T,
SCHOOL LEVEL,2009/2010,STANDARD,BC Public School,44,North Vancouver,4444022,Argyle Secondary,T,T,T,,,T,T,,T,,,,,,T,
SCHOOL LEVEL,2010/2011,STANDARD,BC Public School,44,North Vancouver,4444022,Argyle Secondary,T,T,T,,,T,T,,T,,,,,,,
SCHOOL LEVEL,2011/2012,STANDARD,BC Public School,44,North Vancouver,4444022,Argyle Secondary,T,T,T,,,T,T,,T,,,,,,,
SCHOOL LEVEL,2012/2013,STANDARD,BC Public School,44,North Vancouver,4444022,Argyle Secondary,T,T,T,,,T,T,,T,,,,T,T,T,T
